Run, Event, px, py, pz, energy, pt
149291, 645057613, 2.10761, -3.08091, -9.36157, 10.0839, 3.73283
149291, 645057613, -2.34434, -2.53613, 13.3812, 13.8746, 3.45368
149291, 645057613, -2.77425, 1.85592, -50.8316, 50.9431, 3.3378
149291, 645057613, -2.1457, 2.39515, 2.693, 4.23663, 3.2157
149291, 645057613, 0.483036, -2.96478, 1.3778, 3.36392, 3.00387
149291, 645062005, 5.04459, -7.62259, 12.9825, 16.0716, 9.14066
149291, 645062005, 8.15191, 1.28178, -41.2799, 42.1687, 8.25206
149291, 645062005, 7.09162, 1.93, -2.90691, 8.27577, 7.34956
149291, 645062005, -2.1509, -6.57837, 40.9661, 41.5842, 6.92108
149291, 645062005, -1.62403, -5.45125, 6.12107, 8.56303, 5.68802
149291, 645062005, -3.91505, 3.07862, 208.099, 208.164, 4.98051
149291, 645062005, -4.37811, -2.09451, 30.0053, 30.4126, 4.85333
149291, 645062005, 3.63868, 3.16826, 50.7734, 51.0221, 4.82472
149291, 645062005, -3.94038, -0.343164, -10.9837, 11.7212, 3.95529
149291, 645062005, 0.0464727, -3.91661, 76.8797, 76.9872, 3.91689
149291, 645062005, -3.50642, -1.66288, 0.832092, 4.10448, 3.88074
149291, 645062005, -0.357852, 3.81599, -35.2708, 35.4981, 3.83273
149291, 645062005, 3.35284, -1.07566, 4.31596, 5.62457, 3.52116
149291, 645062005, -2.92574, -1.53241, -24.4889, 24.7166, 3.30276
149291, 645062005, 2.659, -1.60172, 1.08437, 3.4187, 3.10416
149291, 645053149, -96.1765, -5.78784, -466.448, 476.951, 96.3505
149291, 645053149, 65.2545, 48.0394, 136.932, 159.48, 81.0305
149291, 645053149, 58.7061, -14.926, -17.4055, 63.6068, 60.5739
149291, 645053149, -16.5066, -8.26712, 22.8124, 29.6733, 18.4611
149291, 645053149, 2.9263, -5.94649, 90.6006, 90.8535, 6.62752
149291, 645053149, -3.84259, -5.13919, 41.7138, 42.2254, 6.41691
149291, 645053149, -1.62743, -5.52184, 0.194351, 5.93161, 5.75667
149291, 645053149, 4.52843, -0.0343655, 8.69111, 9.85221, 4.52856
149291, 645053149, -4.00347, 1.74006, -28.3389, 28.6935, 4.36527
149291, 645053149, 3.52701, 1.49948, -4.214, 5.75192, 3.83253
149291, 645053149, -2.9413, -1.99544, -22.5418, 22.8445, 3.5543
149291, 645053149, 0.879377, -2.9131, -1.14481, 3.3697, 3.04293
149291, 645059597, -74.1954, -126.974, 296.389, 331.79, 147.062
149291, 645059597, 29.1487, 122.083, -614.878, 627.698, 125.515
149291, 645059597, 47.1865, -49.4967, 1632.78, 1634.25, 68.3848
149291, 645059597, -8.32097, 27.5841, -32.7268, 44.4215, 28.8118
149291, 645059597, 5.90985, -9.4582, -3.68324, 12.1528, 11.1528
149291, 645059597, -6.95302, 0.207901, 22.1543, 23.2735, 6.95613
149291, 645059597, 4.27152, -3.10521, 51.8651, 52.1555, 5.28093
149291, 645059597, 3.44003, 2.10207, -14.3761, 14.9951, 4.03144
149291, 645059597, 0.360905, -3.88442, 8.22256, 9.13976, 3.90115
149291, 645059597, 0.185016, 3.76788, -10.6158, 11.3048, 3.77242
149291, 645059597, 0.82423, 3.60275, -1.68585, 4.32544, 3.69583
149291, 645059597, -0.0297829, 3.08274, 92.9676, 93.0217, 3.08288
149291, 645079021, 26.4501, -108.805, -82.862, 141.277, 111.973
149291, 645079021, -56.6455, 88.7746, 47.114, 116.04, 105.307
149291, 645079021, 22.3185, 18.5846, 15.0147, 33.8576, 29.0431
149291, 645079021, 18.798, 3.15446, 170.759, 171.907, 19.0608
149291, 645079021, -2.74095, -9.05665, -5.51156, 11.1601, 9.46233
149291, 645079021, 8.60442, 3.73511, 25.5979, 27.427, 9.38015
149291, 645079021, 5.67608, -4.84327, -4.93878, 9.09402, 7.46158
149291, 645079021, -6.67124, 0.834064, 4.48579, 8.30694, 6.72318
149291, 645079021, -4.79268, 2.91989, 85.3041, 85.4973, 5.61208
149291, 645079021, -0.578738, 4.16654, 4.45054, 6.20269, 4.20655
149291, 645079021, -3.31536, 2.35986, 17.036, 17.589, 4.06947
149291, 645079021, 4.00943, 0.6292, 65.9915, 66.1205, 4.0585
149291, 645079021, 0.405338, -3.83714, -36.1357, 36.3464, 3.85849
149291, 645079021, -2.55663, 2.65929, 5.31588, 6.5257, 3.68892
149291, 645079021, -2.92438, -1.75232, -6.93504, 7.8204, 3.4092
149291, 645079021, 1.32623, -2.71187, -8.0887, 8.69527, 3.0188
149291, 645053029, -100.944, 88.0154, -310.192, 338.093, 133.927
149291, 645053029, 49.1027, -79.6053, -277.516, 293.368, 93.5312
149291, 645053029, 21.3325, 5.02734, 37.132, 43.2233, 21.9169
149291, 645053029, -6.83366, -1.73865, 200.452, 200.586, 7.05137
149291, 645053029, -3.75476, 5.94854, 2.94721, 7.91249, 7.03444
149291, 645053029, 6.6979, 0.873968, 25.5449, 26.4842, 6.75468
149291, 645053029, 2.32611, 6.13541, -2.36681, 7.13181, 6.56156
149291, 645053029, 5.36122, 3.74361, -1.51875, 6.78302, 6.53891
149291, 645053029, -4.24426, -4.67575, -0.45774, 6.61813, 6.31478
149291, 645053029, 2.61235, -4.1789, 5.59178, 7.61192, 4.92824
149291, 645053029, 1.74919, -4.20469, -6.31957, 7.98965, 4.55402
149291, 645053029, 3.12393, 2.61019, 71.9319, 72.054, 4.07087
149291, 645053029, 0.763706, -3.42031, 12.3405, 12.8604, 3.50454
149291, 645053029, 2.73736, -1.81333, 8.33908, 9.0428, 3.28349
149291, 645053029, 1.89262, -2.59241, 74.4233, 74.4959, 3.20976
149291, 645053029, -0.289643, -3.14646, 6.99708, 7.76069, 3.15976
149291, 645053029, 1.12573, 2.90509, 1.33161, 3.58536, 3.11557
149291, 645053029, 1.92531, 2.33615, 23.4202, 23.6318, 3.02728
149291, 645060053, -82.7949, -83.0925, 302.835, 325.918, 117.3
149291, 645060053, 35.8278, 40.0678, 57.0776, 78.8119, 53.75
149291, 645060053, 31.3864, 2.69806, 33.2655, 46.2511, 31.5021
149291, 645060053, 25.4283, 12.0186, -851.625, 852.102, 28.1255
149291, 645060053, -24.5847, 6.25286, -165.994, 167.986, 25.3674
149291, 645060053, 17.0962, 1.34064, 1.34507, 17.7459, 17.1487
149291, 645060053, -2.69801, 11.3142, 15.4284, 19.6139, 11.6314
149291, 645060053, -2.86209, 9.52619, -11.9305, 15.8015, 9.94685
149291, 645060053, -7.07667, -4.28384, -1.73905, 9.00548, 8.27228
149291, 645060053, 2.98609, 7.32256, 2.68164, 8.72144, 7.90801
149291, 645060053, 5.72339, -5.38356, 7.46325, 11.0408, 7.85747
149291, 645060053, 1.40798, -7.15729, 60.5314, 60.9866, 7.29447
149291, 645060053, -6.91579, 1.29297, -5.09641, 9.08182, 7.03561
149291, 645060053, -6.37881, -0.426515, 9.66327, 11.8177, 6.39305
149291, 645060053, 4.82038, 3.59745, -46.6837, 47.0902, 6.01479
149291, 645060053, 1.10174, -5.18317, 124.696, 124.82, 5.29897
149291, 645060053, -3.13311, -4.15848, 6.83959, 8.78017, 5.20666
149291, 645060053, -5.19275, -0.339844, 18.8772, 19.6469, 5.20386
149291, 645060053, -3.87848, 3.29865, -9.82268, 11.1587, 5.09153
149291, 645060053, 4.81277, 1.53181, -77.4593, 77.63, 5.05067
149291, 645060053, 2.2494, 4.26078, -67.8011, 67.9826, 4.81809
149291, 645060053, -4.06083, -2.57669, -8.09672, 9.54382, 4.80933
149291, 645060053, -2.41774, -3.85583, -14.674, 15.4263, 4.55114
149291, 645060053, 3.50943, -2.30318, 0.0509639, 4.38237, 4.1977
149291, 645060053, 3.59677, 2.10689, 42.2013, 42.4187, 4.16842
149291, 645060053, 3.78286, 0.969301, -7.741, 8.79314, 3.90507
149291, 645060053, -2.47586, 3.01408, -94.3335, 94.4218, 3.90059
149291, 645060053, -0.826823, 3.76735, -16.2211, 16.7165, 3.85702
149291, 645060053, 3.02075, -2.27634, 18.0247, 18.4578, 3.78242
149291, 645060053, 1.16315, 3.18545, -5.84972, 6.85074, 3.39116
