0 0 100 20
0 0 1 1
0 0 100 20
0 0 1 1
0 0 1 1
1.63068 2 1 1
2.5289 2 100 20
1.99242 2 1 1
2.2468 2 1 200
1.00833 1 100 20
0 0 100 20
0.824312 1 100 20
0 0 1 1
0 0 1 1
2.10533 2 1 1
2.93085 3 1 1
1.0198 1 1 1
2.03035 2 1 1
1.87096 2 1 1
2.06716 2 1 1
0 0 1 1
0 0 1 1
1.92008 2 1 1
0 0 1 1
1.07208 1 1 1
0 0 1 1
0.539162 0 1 1
1.98969 2 100 20
0.997651 1 1 1
2.01324 2 1 1
2.84107 3 1 1
1.79005 2 1 1
0 0 100 20
0 0 1 20
0.989065 1 1 1
0 0 1 1
1.99106 2 1 1
0 0 1 1
1.04101 1 1 1
0 0 1 1
1.32237 1 1 1
2.89365 3 1 1
0 0 1 1
1.18245 1 1 20
1.99811 2 1 1
2.03528 2 1 20
1.99697 2 1 20
1.99846 2 1 1
2.00396 2 1 1
1.00609 1 1 200
1.00035 1 1 1
2.26937 2 1 1
1.99947 2 1 1
1.4966 2 100 20
0 0 1 1
2.02363 2 100 20
0 0 1 1
0 0 1 1
2.1015 2 1 1
1.05437 1 1 1
1.87914 1 1 1
2.96428 3 1 1
0 0 1 1
0.994653 1 1 1
1.98382 2 1 1
2.77899 2 1 1
2.04375 2 100 20
0 0 1 1
0 0 1 1
1.01002 1 1 1
0.99748 1 1 1
2.01337 2 1 1
0 0 1 1
2.0404 2 1 1
1.74261 2 1 200
0 0 1 1
1.99106 2 1 1
2.038 2 1 1
0.994941 1 1 1
0.978121 1 1 1
1.04026 1 1 1
0 0 1 200
0.843991 1 1 1
0 0 1 1
0 0 1 20
1.0134 1 1 20
1.9382 2 1 1
3.04419 3 1 1
1.9984 2 1 1
2.02668 2 100 20
2.04615 2 1 1
2.13207 2 1 1
0 0 1 1
0 0 1 1
2.0058 2 1 1
0 0 1 1
2.16958 2 1 1
1.28482 1 1 1
2.02523 2 1 1
0 0 1 1
2.01579 2 1 1
2.01251 2 1 1
0 0 1 20
1.98189 2 1 1
0 0 1 1
1.99617 2 1 1
2.83399 3 1 20
0 0 1 1
1.94899 2 1 1
1.68498 2 1 1
1.00663 1 1 200
2.08405 2 1 1
2.00574 2 1 20
0 0 1 1
0 0 1 1
2.00197 2 1 1
0 0 1 1
1.98099 2 1 1
0 0 1 1
1.99411 2 1 1
2.02916 2 1 200
1.99699 2 1 1
1.88492 2 1 1
2.03912 2 1 1
1.98523 2 1 20
1.95851 2 1 1
0 0 1 20
2.05633 2 1 1
0 0 100 20
0 0 1 1
1.99104 2 1 1
0 0 1 1
1.93853 2 100 20
0 0 1 1
1.97736 2 100 20
0 0 1 1
1.82268 2 1 1
2.39244 2 1 1
2.02786 2 100 20
0 0 1 1
2.26787 2 1 20
1.00199 1 100 20
0.995653 1 1 1
1.90267 2 1 1
2.94296 3 1 20
2.00431 2 1 200
0 0 1 1
1.03113 1 100 20
4.07346 4 1 20
1.95408 2 1 1
1.04989 1 1 1
2.00982 2 100 20
0 0 1 20
0 0 100 400
3.11614 3 1 1
1.99378 2 1 1
2.11119 2 1 20
1.9721 2 1 1
0.00685371 0 1 20
2.00323 2 1 1
2.02639 2 1 1
2.06835 3 1 1
1.24319 1 1 1
0 0 1 1
0 0 1 200
0.0453996 1 1 1
1.0559 1 1 1
0 0 1 1
2.06657 2 1 1
0.991373 1 100 20
1.00776 1 1 1
0 0 100 20
0.00785251 0 1 1
2.06583 2 1 1
1.98709 2 1 1
2.54868 2 1 1
1.00055 1 1 200
0.956781 1 1 1
2.10664 2 1 1
1.93611 2 1 1
3.45328 3 1 1
1.99366 2 1 1
2.97588 3 1 1
0 0 1 1
1.98502 2 100 20
0 0 1 1
1.00352 1 1 1
2.04925 2 1 1
1.93819 2 1 1
2.0642 2 1 20
2.59634 3 1 20
2.00015 2 1 1
1.87795 2 1 1
2.97528 3 1 1
3.497 3 1 1
2.07907 2 1 1
2.00664 2 1 1
1.988 2 1 1
0 0 1 1
1.07185 1 1 200
0 0 1 1
0 0 1 1
0 0 100 20
0 0 1 1
1.98045 2 1 1
1.96994 2 1 1
0 0 1 1
2.01836 2 1 1
0 0 1 1
0 0 1 20
1.81951 2 1 1
0.996454 1 1 1
2.00531 2 1 20
0 0 1 1
2.00396 2 100 20
0 0 1 1
0 0 1 1
0 0 1 1
1.95306 2 1 1
2.02377 2 1 20
0 0 100 20
2.23102 3 100 20
1.98898 2 1 1
2.13637 2 1 1
2.03086 2 1 1
0 0 1 1
3.10701 3 1 1
0.992134 1 1 20
1.00993 1 1 1
0.992341 1 1 1
0 0 1 1
1.00457 1 1 1
2.03725 2 1 1
2.04631 2 1 1
2.00146 2 1 1
0 0 1 1
2.81847 3 1 20
2.01247 2 1 1
2.06597 2 1 1
1.99894 2 1 1
2.04123 2 1 1
1.95412 2 1 1
1.991 2 1 1
1.98932 2 1 1
2.03113 2 1 1
0.995968 1 100 20
0 0 100 400
0 0 1 1
2.03301 2 100 20
0.752209 0 1 1
1.09522 2 1 1
1.99193 2 1 1
1.96953 2 1 1
2.09597 2 1 1
0 0 1 1
1.98031 2 1 1
2.01166 2 1 1
1.9782 2 1 1
2.22005 2 1 20
0.955356 1 1 1
0 0 1 1
1.84091 2 1 1
2.01755 2 100 20
1.99546 2 1 1
0 0 1 1
2.04377 2 1 20
0 0 1 1
2.33378 2 1 1
2.00741 2 1 1
0.93974 1 1 20
0 0 100 20
2.07383 2 1 1
2.10116 2 1 1
2.42977 2 1 1
1.97695 2 100 20
0 0 1 1
1.96484 2 1 200
0 0 1 1
1.90415 2 100 20
0 0 1 1
0 0 1 1
0.999187 1 1 20
2.85979 3 1 1
1.99888 2 1 1
0 0 100 20
0 0 1 1
0 0 1 1
2.00047 2 1 1
2.07414 2 100 20
1.01598 1 1 1
0 0 1 1
1.8331 2 1 1
1.98197 2 1 1
0 0 1 20
2.0344 2 1 1
0.965822 1 1 1
2.0012 2 1 200
0.970767 1 1 1
2.01999 2 1 200
0 0 1 1
1.99176 2 1 1
1.36388 2 1 1
2.90642 3 1 200
2.03137 2 1 1
2.09331 2 100 20
2.02499 2 1 20
0 0 1 1
2.01963 2 1 1
0.964018 1 100 20
1.95502 2 1 1
2.01017 2 1 20
2.05559 2 1 1
3.1011 3 1 1
1.91893 2 1 200
0.843386 1 100 20
0 0 100 20
0 0 100 20
0 0 1 1
0.997087 1 100 20
2.97043 3 1 1
2.1045 2 100 20
0 0 1 1
1.99998 2 1 20
1.88031 2 1 1
1.09951 1 1 20
1.0056 1 1 1
1.59079 2 1 1
0 0 1 200
0 0 1 1
1.00968 1 1 1
1.91041 2 1 1
2.10922 2 1 1
1.95008 2 1 20
0 0 1 1
0 0 1 20
2.05263 2 1 1
1.14733 1 1 1
2.44884 2 100 20
1.94625 2 1 1
2.04766 2 1 1
3.02799 3 1 1
0 0 1 1
1.62958 1 100 400
0 0 1 1
0 0 1 1
2.04564 2 100 400
0.0142011 0 1 1
0 0 1 1
1.72248 2 1 1
2.38613 2 1 1
2.04089 2 1 1
0 0 100 400
0 0 1 1
2.03754 2 1 1
1.0492 1 1 200
0 0 1 20
1.09261 1 1 20
2.0074 2 1 1
1.42079 2 1 1
2.0106 2 1 1
0.999377 1 1 1
1.9731 2 1 200
1.95427 2 1 1
0 0 1 200
1.86041 2 1 1
1.9942 2 1 1
3.30814 3 1 20
2.04161 2 1 1
1.00722 1 1 1
1.0186 1 1 1
2.04093 2 1 1
2.90988 3 1 1
3.02715 3 1 1
2.02545 2 1 1
0.999121 1 1 1
2.19123 2 1 20
2.08562 2 1 1
2.06266 2 1 1
0 0 1 200
2.03794 2 1 1
0 0 1 1
2.0182 2 1 20
2.02714 2 1 1
2.16062 2 1 1
1.98903 2 1 20
2.00993 2 1 1
1.82309 2 1 1
2.89298 3 1 1
2.01386 2 1 1
1.93349 2 1 20
0 0 1 1
1.95582 2 1 1
2.11 2 1 1
2.89983 3 1 1
0 0 1 1
1.83972 2 1 1
1.77641 1 1 1
0 0 1 20
2.07313 2 1 1
2.01775 2 1 1
0 0 1 1
0 0 1 1
1.03736 1 1 1
1.99442 2 1 200
1.19129 2 1 1
0.999322 1 1 1
2.05353 2 1 1
1.34466 1 1 1
1.96971 2 1 1
2.01616 2 1 1
0 0 1 1
2.00863 2 1 1
1.59478 2 1 1
1.99541 2 1 1
0.995264 1 1 1
2.22471 3 1 1
3.95407 4 1 1
2.00279 2 1 1
2.00353 2 1 1
0.990139 1 1 1
1.01752 1 1 1
0.462722 0 1 1
1.27876 1 1 1
1.99502 2 100 20
0 0 100 20
1.76698 2 1 1
0.945327 1 1 1
1.95707 2 1 1
0.767054 0 100 20
0 0 1 20
1.98908 2 1 1
2.9605 3 1 1
1.32783 1 1 1
0 0 1 1
2.00157 2 1 20
0 0 1 1
1.99139 2 1 1
1.94228 2 1 1
1.99618 2 1 1
1.00165 1 1 1
1.43937 2 1 1
1.99997 2 1 20
0 0 1 1
0 0 1 1
3.06881 3 1 1
2.00969 2 1 20
0 0 1 1
0.964511 2 1 1
2.01642 2 1 1
1.00358 1 1 1
1.92095 2 1 1
0 0 1 1
1.9934 2 1 1
4.57648 4 1 1
2.88275 3 1 20
1.98368 2 1 20
1.89191 2 1 1
2.00323 2 1 1
2.87683 3 1 20
1.99313 2 1 1
1.03061 1 1 1
0 0 1 1
0 0 1 1
2.09541 2 1 1
0 0 100 20
0 0 1 20
2.00153 2 1 1
1.01222 1 1 200
0 0 1 1
0 0 1 1
2.05467 2 1 1
0 0 1 1
2.16181 2 1 1
0 0 1 1
2.01283 2 1 1
2.00198 2 1 1
1.97538 2 1 1
1.67301 2 1 1
2.11516 2 1 20
2.00656 2 1 20
0 0 1 200
0.946651 1 1 1
3.15311 3 1 20
0.980719 1 1 1
2.00736 2 1 200
1.016 1 1 1
2.06188 2 1 1
0 0 1 1
1.99718 2 1 1
2.001 2 1 1
1.99759 2 1 1
2.00457 2 1 1
0 0 100 20
0 0 1 1
1.96573 2 100 20
1.98292 2 1 1
0 0 1 1
1.01189 1 1 1
1.51403 2 1 20
0.994307 1 1 200
0 0 1 1
2.06006 2 1 1
2.32134 2 1 1
2.04091 2 1 1
0 0 1 1
2.04324 2 1 1
0 0 1 1
0 0 1 1
0 0 1 1
2.01684 2 1 1
2.1058 2 1 1
2.03469 2 1 20
2.1388 2 1 1
2.00304 2 1 1
2.1323 2 1 200
0.788965 1 1 1
1 1 1 1
1.65246 2 1 200
0 0 1 1
0 0 1 1
2.01959 2 1 1
1.15663 1 1 1
2.03589 2 1 1
2.05873 2 1 20
1.98583 2 1 1
2.0034 2 1 1
0 0 1 20
0.706512 1 100 20
1.98378 2 1 1
0 0 1 1
0 0 1 1
1.15646 1 1 1
0 0 1 1
0 0 100 20
1.41511 2 1 1
1.00863 1 1 20
0.954735 1 1 1
2.12045 2 100 20
2.95307 3 1 20
0 0 1 1
1.15025 1 1 20
0 0 1 1
0 0 1 20
0.892267 1 1 1
1.98408 2 1 1
1.99911 2 1 1
0.0357163 0 1 1
2.02261 2 1 20
1.96236 2 1 1
4.85056 5 1 1
0 0 100 20
0 0 1 20
1.93939 2 1 1
0 0 1 1
2.01631 2 1 200
1.98691 2 1 1
1.00366 1 1 1
2.02434 2 1 1
2.75704 2 1 1
1.99912 2 1 1
0 0 1 200
0 0 1 200
0 0 100 20
0 0 1 1
1.10329 1 1 1
1.00026 1 1 20
2.04954 2 1 1
0.970637 1 1 20
1.97719 2 1 20
0 0 1 1
2.09584 2 1 1
1.98529 2 100 20
0 0 1 20
0 0 1 1
0 0 1 1
1.00012 1 1 1
0 0 1 1
2.13083 2 100 20
0 0 1 1
1.97435 2 1 1
1.96191 2 1 1
1.99341 2 1 1
1.99995 2 1 200
1.18872 2 1 1
1.10204 1 1 1
0 0 1 1
1.99825 2 1 1
1.0007 1 1 1
2.00958 2 1 1
1.16221 1 1 1
1.14883 1 1 1
0.997324 1 1 1
0 0 1 1
2.11005 2 1 20
1.9553 2 1 1
0 0 1 200
0 0 100 20
0 0 1 1
2.00047 2 100 20
1.96873 2 1 1
0 0 1 1
2.4583 2 1 1
