149291,645047085,4.86583,-47.5194,79.6757,92.8977,47.7678,1.28447,-1.46876,1
149291,645047085,3.36515,-34.203,57.7938,67.2407,34.3681,1.29146,-1.47272,1
149291,645047085,2.28548,-3.57263,7.46241,8.58453,4.24112,1.33062,-1.00168,1
149291,645047085,-0.817513,-1.29111,1.83501,2.39207,1.52817,1.01648,-2.13526,1
149291,645047085,0.854202,-1.92586,3.14279,3.78619,2.1068,1.19017,-1.15333,1
149291,645047085,0.0813979,-1.88787,2.23507,2.92681,1.88962,1.00492,-1.52771,5
149291,645047085,-0.0617798,3.38492,15.1271,15.5019,3.38549,2.20243,1.58905,1
149291,645047085,0.103004,0.89798,4.01526,4.11574,0.903868,2.19676,1.45659,4
149291,645047085,0.40735,0.294737,1.96357,2.03172,0.502796,2.07149,0.626355,1
149291,645047085,-0.000696884,0.197667,1.0104,1.02956,0.197668,2.3341,1.57432,4
149291,645047085,-0.60345,-0.279241,-0.442049,0.810564,0.664926,-0.623599,-2.70819,1
149291,645047085,-0.959703,-0.597809,-0.110185,1.14456,1.13067,-0.0972979,-2.5845,1
149291,645047085,-0.848487,0.180484,-0.113136,0.874817,0.86747,-0.130054,2.932,4
149291,645047085,-0.937529,-0.928726,-0.633889,1.47064,1.31966,-0.463562,-2.36091,1
149291,645047085,-0.723473,-0.750681,0.434143,1.13793,1.04256,0.405237,-2.33774,1
149291,645047085,-0.119583,-0.603555,0.57163,0.851363,0.615287,0.830301,-1.76639,1
149291,645047085,-0.255033,-1.32359,-0.241571,1.3765,1.34793,-0.17827,-1.76115,1
149291,645047085,-0.140172,-0.788289,0.99877,1.28766,0.800655,1.04599,-1.74678,1
149291,645047085,-0.193292,-1.25213,-0.639558,1.42608,1.26696,-0.4855,-1.72396,1
149291,645047085,-0.0863231,-1.19047,-0.238169,1.2251,1.1936,-0.198238,-1.64318,1
149291,645047085,0.0360689,-1.29443,-1.64853,2.10095,1.29493,-1.06192,-1.54294,1
149291,645047085,-0.0225672,-0.568781,-0.489244,0.763453,0.569229,-0.778448,-1.61045,1
149291,645047085,0.245344,-2.7431,5.23623,5.91797,2.75405,1.3986,-1.48159,1
149291,645047085,0.0327101,-0.91061,-0.165876,0.93663,0.911198,-0.181051,-1.53489,1
149291,645047085,0.376866,-3.80921,6.17035,7.26256,3.82781,1.25532,-1.47218,1
149291,645047085,0.233991,-1.61467,2.31694,2.83718,1.63154,1.14961,-1.42688,1
149291,645047085,0.0509886,-0.0676155,0.126167,0.151953,0.0846858,1.18911,-0.924679,4
149291,645047085,0.359391,-2.03926,3.47189,4.0449,2.07069,1.28894,-1.39635,1
149291,645047085,0.407118,-1.09169,2.41796,2.68767,1.16513,1.4768,-1.21385,1
149291,645047085,0.657476,-0.745812,1.24214,1.59716,0.994239,1.04718,-0.848264,1
149291,645047085,0.61972,-0.816732,2.74171,2.93045,1.02523,1.71006,-0.921699,1
149291,645047085,0.927277,-0.592699,-0.81094,1.37413,1.10052,-0.682613,-0.568732,1
149291,645047085,1.03128,-0.56729,-0.261769,1.21382,1.17701,-0.220607,-0.502907,1
149291,645047085,0.318561,-0.0174873,1.06405,1.11958,0.319041,1.91942,-0.0548398,1
149291,645047085,-0.258452,0.738143,7.24157,7.28368,0.782083,2.92168,1.90759,5
149291,645047085,0.661449,-0.26483,0.976552,1.21687,0.712496,1.12078,-0.380833,1
149291,645047085,0.554162,-0.265482,0.928432,1.12207,0.614472,1.20082,-0.446764,1
149291,645047085,-0.157991,0.337535,2.39691,2.42571,0.372681,2.56035,2.00858,5
149291,645047085,0.916041,-0.174262,1.74447,1.98297,0.932469,1.38432,-0.187988,1
149291,645047085,1.64853,-0.318326,0.589768,1.78501,1.67898,0.344416,-0.19075,1
149291,645047085,2.20334,-2.40681,1.50912,3.59512,3.26304,0.447412,-0.829503,5
149291,645047085,-0.250482,7.86446,13.5466,15.6666,7.86845,1.31174,1.60264,1
149291,645047085,-1.01579,1.7366,3.39486,3.94869,2.01187,1.29442,2.10006,1
149291,645047085,-1.16288,1.37164,2.59463,3.15994,1.79824,1.16265,2.27401,1
149291,645047085,-2.51235,4.74108,7.25022,9.0208,5.3656,1.10931,2.05809,1
149291,645047085,0.095506,2.92645,4.16058,5.08951,2.92801,1.1501,1.53817,1
149291,645047085,0.851175,0.744309,1.24411,1.68694,1.13071,0.950544,0.718517,1
149291,645047085,-0.27378,3.69419,4.79688,6.0607,3.70432,1.07536,1.64477,4
149291,645047085,-0.151612,10.5623,13.3185,16.9996,10.5634,1.05434,1.58515,1
149291,645047085,0.126574,1.98265,2.49923,3.19266,1.98669,1.05257,1.50704,4
149291,645047085,0.128694,1.7123,2.13873,2.74275,1.71713,1.0448,1.49578,5
149291,645047085,-0.51016,3.30829,4.34312,5.48518,3.3474,1.0769,1.7238,1
149291,645047085,1.19144,-0.0406062,1.29655,1.76683,1.19213,0.941972,-0.0340684,1
149291,645047085,-1.9017,3.64843,5.26667,6.68321,4.1143,1.06625,2.05129,5
149291,645047085,0.666599,0.0113808,0.346643,0.764281,0.666697,0.498976,0.0170713,1
149291,645047085,1.03543,0.0910961,-0.890793,1.37601,1.03943,-0.776562,0.0877529,1
149291,645047085,0.146326,-1.16293,-6.3048,6.41369,1.1721,-2.38419,-1.44563,3
149291,645047085,0.591782,0.28464,-0.975257,1.18399,0.656678,-1.18649,0.448323,1
149291,645047085,0.763793,0.586096,1.56824,1.84547,0.962751,1.26421,0.654512,1
149291,645047085,0.501546,0.322668,-0.306493,0.684895,0.596375,-0.493633,0.571684,1
149291,645047085,-0.102032,0.379026,-1.86433,1.9052,0.392519,-2.26212,1.83376,5
149291,645047085,0.236908,0.467207,-2.87305,2.92375,0.523839,-2.4033,1.10151,1
149291,645047085,-0.65208,1.01193,-6.15022,6.26849,1.20383,-2.33357,2.14322,1
149291,645047085,0.384059,0.560562,-4.44099,4.49484,0.679508,-2.57621,0.970119,1
