1.15324	1
1.00006	1
3.4799	3
4.01971	3
4.6583	4
6.44455	6
8.07691	7
7.81971	7
3.54014	3
2.31666	2
10.2834	9
5.73099	6
9.20785	7
9.19113	9
7.98784	8
3.61488	3
4.08453	4
6.78291	7
6.35388	7
3.03175	3
4.88688	5
6.79077	5
0	0
3.44573	3
3.54364	3
20.2209	15
4.28066	4
0	0
0.249855	0
3.17397	3
5.47428	5
2.33484	2
4.49599	4
3.85332	3
3.41994	3
4.60969	4
2.4646	3
5.78188	5
9.29079	9
5.73463	5
7.74658	6
5.30519	4
4.21138	4
3.46563	3
5.69026	5
4.03235	3
4.17264	4
6.92723	6
6.04414	5
3.4359	3
3.96891	4
5.67573	5
6.10207	5
4.59175	4
2.63239	2
3.92671	3
8.21449	6
4.59788	4
9.51264	8
2.03146	2
5.35511	5
3.10989	3
3.51877	3
3.17141	3
5.01738	4
3.60917	3
3.49139	3
5.07999	5
3.71192	4
0	0
5.86874	6
2.49892	2
1.10707	1
4.38424	4
4.21704	4
0.0187171	0
9.36384	7
3.73374	3
4.6062	5
3.67726	4
7.16632	6
4.01009	4
4.33816	4
4.23565	5
11.5266	10
6.61489	7
3.25905	3
6.34274	6
6.79558	7
7.4238	7
3.47398	4
4.24501	4
2.47454	2
6.26372	5
6.89555	6
2.08704	2
3.62141	3
6.99009	6
6.38739	6
7.53356	6
5.09162	5
6.60311	6
4.58117	4
8.48801	8
4.18905	4
3.29933	4
6.58602	6
6.49394	6
3.6687	3
6.60881	6
5.32543	5
5.60215	6
6.84172	6
9.64532	9
8.31978	7
5.92933	5
5.09808	4
7.44781	8
3.3362	3
6.538	4
3.50833	3
2.25199	2
5.7992	6
1	1
5.84487	7
4.65756	5
6.43057	5
3.04066	3
6.56279	7
4.75668	4
6.39126	5
4.33901	3
11.2015	9
6.34025	6
0	0
3.45217	3
7.0775	6
3.5448	2
12.1369	10
5.25587	4
4.65905	4
5.78134	5
0	0
2.7616	2
3.13444	3
15.5973	14
10.6834	10
4.47446	4
0	0
7.61727	7
6.71467	5
3.3371	3
2.48266	2
0	0
5.07142	5
7.11261	6
8.98653	10
7.50168	7
4.76714	4
8.89866	8
7.98609	7
6.98748	5
9.11966	7
1.50401	1
6.68603	6
4.38442	4
2.57721	2
4.35084	4
6.03863	5
6.5594	6
4.43395	5
6.12691	6
8.92146	9
4.23883	4
3.23299	3
7.43466	6
3.32222	3
2.64431	2
4.07666	4
12.2615	11
7.64439	7
10.9166	10
5.50042	4
4.74971	5
4.25633	4
5.98933	6
0	0
9.49503	9
5.87172	5
5.07588	4
2.48673	2
6.1127	4
9.26999	8
5.80192	5
6.98583	5
3.42181	4
3.30978	3
2.22294	2
0	0
3.88534	4
5.97865	5
3.82989	3
0	0
3.40831	4
4.07964	4
4.809	4
3.99054	4
2.10906	2
6.20543	5
2.32913	2
2.40124	2
3.57659	3
3.70465	3
2.25832	2
4.62337	4
5.75093	7
8.06161	6
5.66755	5
5.33293	5
7.31129	7
2.76489	2
4.70815	5
5.26268	6
6.62312	6
5.20976	4
7.77225	8
10.0226	9
5.76375	6
5.13279	5
2.71911	3
4.92283	5
13.6714	11
6.95805	6
5.62458	5
4.66179	4
6.68933	5
0	0
6.48973	8
10.789	8
2.57774	3
2.44851	2
5.3726	5
4.16504	5
6.02535	5
3.72286	3
6.19653	6
2.41984	2
4.0773	4
7.80295	6
9.33174	8
9.74518	7
7.21654	6
7.02083	6
0	0
3.54431	3
6.0024	6
7.19922	7
7.68794	7
2.60632	2
6.63266	7
5.09319	5
4.58965	4
13.0672	15
5.63311	6
0.164004	0
4.4476	4
10.5005	9
4.28057	4
4.42603	4
4.49098	6
7.98616	9
4.00152	4
7.84027	6
3.99802	4
5.44198	4
5.56033	4
7.67773	7
4.00841	4
3.20696	3
3.284	3
4.02571	4
5.04678	4
0	0
5.59591	5
3.38762	3
2.77403	2
9.31153	8
5.29332	5
5.51191	6
0	0
6.55704	4
5.72503	5
7.03279	7
5.26695	4
6.40007	6
8.76538	6
4.52849	4
9.91966	8
3.44032	3
4.15356	4
5.85538	5
8.38103	8
7.42718	6
9.98463	8
5.81709	5
2.62883	2
2.15903	2
8.38167	7
7.16478	6
7.40084	7
4.73315	5
4.17674	4
5.03798	4
3.82924	4
5.83321	5
2.4401	2
0	0
3.55057	3
5.84636	6
0	0
0	0
18.5843	14
0	0
4.57138	4
2.20127	2
14.0131	11
5.11982	5
2.3277	2
7.02161	7
10.3426	10
5.13309	5
7.90697	7
6.02353	6
7.13405	9
4.28833	4
4.61466	4
7.75765	7
0.856361	1
4.56987	4
8.47982	7
2.97214	3
3.02949	3
5.95092	5
6.00711	5
4.47515	4
3.26679	3
5.48523	5
8.74116	8
8.71088	7
2.84268	3
3.50499	3
4.88801	4
3.89988	4
18.3758	15
5.86881	6
5.48859	5
0	0
10.021	10
3.18039	3
5.75687	5
2.50066	2
2.69175	2
6.89346	6
3.40549	4
6.5443	6
4.77485	4
0	0
7.80925	7
10.2974	8
4.11371	4
10.7856	9
3.91682	4
3.26729	3
4.15869	4
8.206	10
3.86206	3
6.08239	6
9.63632	7
8.13364	7
6.75367	6
7.95593	7
5.95808	4
3.56221	4
4.85366	4
4.36023	4
2.4117	2
4.57804	4
7.50383	7
4.25795	3
5.43603	7
7.45706	7
2.03675	2
7.93978	6
4.61131	4
5.7032	5
3.52834	5
6.31611	5
4.21374	4
3.74236	4
5.70633	5
3.04345	2
5.50531	5
2.50625	2
0	0
3.63136	3
7.02723	6
3.19834	3
4.46474	4
2.71184	2
4.4127	4
6.58085	6
2.15695	2
2.03604	2
2.10126	2
5.40758	5
7.23839	6
4.12081	4
0	0
7.56323	7
6.20975	6
11.3279	10
3.84038	4
3.36049	3
4.85492	5
10.2102	7
3.12442	3
6.00123	5
4.47127	4
8.26097	8
6.83748	6
5.62713	5
4.55967	4
6.16593	5
0	0
4.16139	3
11.1811	8
4.88581	4
5.22666	4
9.80764	10
0	0
7.73261	6
3.15123	3
4.22479	3
3.6497	3
3.28502	3
1	1
7.07388	6
2.0559	2
4.34152	4
0	0
2.95194	2
4.33227	4
7.12183	8
2.35569	2
6.50788	7
8.35693	8
4.98773	4
5.58901	4
5.40855	4
3.20619	3
5.78606	5
3.17052	3
5.56653	5
7.81867	7
5.26035	4
4.23243	4
4.84862	4
4.46759	4
6.12192	6
4.65929	4
3.12086	2
7.80265	7
7.34375	6
4.00521	3
4.11559	4
11.1434	10
3.71295	3
4.29468	4
8.13408	7
0	0
10.744	10
5.88633	5
2.36446	2
6.57936	6
9.05126	8
3.32267	3
4.2687	3
4.81569	5
5.38702	5
2.63077	2
11.4523	12
3.4678	3
7.9164	6
4.39306	4
5.65221	5
3.10324	2
7.72897	5
5.01229	4
2.3377	2
3.32699	2
2.415	2
5.16929	4
7.08711	7
3.02362	3
3.01912	3
5.28565	5
5.98716	4
5.90183	4
2.05352	2
0.231641	0
0	0
5.79869	5
2.08186	2
11.0988	10
4.92609	4
3.03408	3
2.89437	2
2.01104	2
6.0314	5
2.96419	3
3.00358	3
0	0
0.569524	0
3.30576	3
3.98511	4
3.03823	3
4.20032	4
8.30552	7
10.353	9
7.97283	7
4.55644	4
5.37741	4
0	0
10.4343	9
6.95876	5
7.68098	7
3.79785	3
0	0
5.20917	5
5.93117	6
6.51501	5
4.17937	4
0.139071	0
2.55843	2
2.85214	3
6.11034	6
8.4537	8
5.48712	5
3.29055	2
6.99025	6
7.72505	6
2.4924	2
5.45356	5
5.94778	6
4.59824	4
3.82186	3
3.85849	3
4.56555	4
2.38437	2
0	0
4.51974	5
4.20013	4
8.65841	7
3.02123	3
5.15962	5
2.71402	3
4.2496	4
5.41644	5
3.54417	3
6.92653	5
3.13274	3
4.67427	5
5.40663	4
8.29602	8
0	0
6.68367	5
7.1762	6
4.94676	5
8.29579	7
11.8833	11
15.7802	15
0.356162	0
2.95291	2
3.61322	3
2.54383	2
7.50106	8
5.58769	6
3.30888	3
5.32235	5
8.63603	7
0	0
6.71484	6
3.55845	3
2.6079	2
3.93062	4
5.65843	6
2.71959	3
8.5239	8
4.99065	4
7.28255	7
3.20252	3
4.37388	5
5.01752	5
9.36402	9
10.1427	9
6.32295	6
5.79072	5
5.86445	4
5.47087	7
6.21467	6
5.70156	5
1.01392	1
5.47919	5
14.3378	12
2.81363	3
0	0
5.35804	5
5.88137	4
4.18349	4
10.4628	9
6.19214	5
8.20443	8
5.40445	5
8.24992	7
7.19811	7
11.1621	9
2.41181	2
3.51966	3
3.05194	3
8.74357	8
3.61559	3
4.85889	4
4.48159	4
5.07765	5
9.72336	10
4.06801	4
6.85849	6
5.8349	6
4.26585	5
5.73894	4
8.92932	7
4.86384	6
6.2746	7
3.66425	3
3.25177	3
4.69648	4
8.19588	7
0	0
0.255976	0
2.14504	2
6.0601	6
2.34332	2
4.07383	4
3.34097	3
4.70868	4
3.40368	3
2.80875	2
4.40108	4
3.96243	4
4.61681	4
4.10281	3
4.01434	5
8.61003	8
4.21556	4
6.17363	5
5.17119	4
2.22988	2
2.82817	3
10.6265	9
6.50328	6
9.40586	9
13.1562	11
7.81532	6
0.940402	1
5.27187	4
4.35991	4
3.46016	3
5.98568	7
0	0
6.7283	6
2.22034	2
5.97673	5
3.6289	3
3.90726	3
6.98899	6
3.48583	3
6.13017	5
8.02374	7
4.90451	4
5.55455	5
8.71832	9
5.61873	6
5.07438	5
0.928236	1
4.64871	5
4.53878	4
4.69656	4
4.93036	4
4.29999	4
9.25406	8
5.62983	4
7.49018	7
10.3869	9
3.08662	2
0	0
10.8008	10
6.62645	6
10.2452	9
8.86003	8
4.21637	4
7.45058	7
7.22213	6
3.61213	3
11.5148	10
4.84485	4
4.72796	5
8.89877	7
0	0
2.1928	2
1.92301	1
3.03804	3
3.76631	4
5.9078	5
1.06085	1
2.22156	2
5.53836	5
6.95249	6
2.53767	2
6.7953	6
9.38198	9
7.86323	7
2.80482	2
2.93575	3
5.44021	7
6.12572	6
6.06606	6
1.11414	2
5.24142	5
7.05642	7
9.43025	10
3.47432	4
4.52601	4
4.43809	5
7.232	7
5.42409	6
5.54851	5
0	0
3.13677	3
5.80178	6
4.89937	5
4.29158	4
2.17272	2
3.29076	3
7.0739	6
2.07206	2
8.12043	8
4.78436	4
11.0039	10
5.6403	5
8.73845	6
6.54984	6
7.00317	6
0	0
3.99526	4
4.3362	4
2.46619	2
16.205	14
4.30719	4
5.4812	5
3.55499	3
6.14051	8
5.79952	5
3.14271	3
5.34862	5
6.34834	7
4.90041	4
5.15823	5
5.85962	6
3.74145	3
8.13115	7
5.25821	4
7.14888	7
5.22642	4
0	0
5.88437	5
3.68915	3
7.60981	8
3.77497	3
7.23058	7
3.21903	3
2.01945	2
3.61158	3
8.29725	8
13.3525	13
7.30507	7
6.55959	6
4.42957	4
5.80654	5
4.95823	5
2.91887	2
15.2176	12
0	0
3.26304	3
4.48372	4
5.78477	5
6.48347	6
2.32513	2
4.60743	5
3.67532	3
6.11194	7
4.5039	4
7.69855	7
2.56556	2
9.4668	8
6.02515	5
5.27994	5
8.65814	7
3.52197	3
5.00171	4
6.62354	6
6.13047	4
8.22059	7
7.41539	6
5.06974	5
3.66378	3
3.63619	4
2.27769	2
2.21462	2
6.10468	5
4.27041	4
0	0
5.68166	5
0	0
4.67597	4
5.67508	5
2.85149	3
3.20018	3
8.04491	8
0.0529693	0
6.4844	5
2.90588	3
11.3129	11
1.35377	1
0	0
1.22625	1
4.44854	4
3.84571	3
3.33445	3
7.58448	7
4.57228	4
3.29263	3
8.47787	7
5.75964	5
2.96352	3
5.35765	5
2.74167	3
2.23673	2
0	0
3.49846	3
3.5638	4
5.67009	6
4.20601	3
3.90946	4
5.08259	4
4.03003	3
7.27053	6
3.36452	3
2.55382	2
3.28862	3
3.30213	3
3.98867	4
3.52508	2
4.64263	5
3.13457	3
1.39796	2
6.18773	5
4.68111	5
7.02457	7
2.0019	2
3.36344	3
0	0
2.50351	3
6.88104	8
8.07966	8
2.14997	2
5.70778	4
2.98082	3
0	0
4.01478	3
4.48958	4
9.25162	8
0	0
5.45447	5
3.54377	3
9.06544	7
11.4471	10
2.45096	2
6.07071	6
11.5283	11
4.84799	4
10.128	10
11.5634	11
9.08793	8
3.49683	3
12.9683	11
11.1691	10
2.97651	4
5.59044	6
2.64514	3
4.40904	4
10.6597	8
5.46656	5
6.72834	7
4.6427	4
6.34918	6
6.77049	6
7.71301	7
4.79037	4
3.29052	2
0	0
2.32117	2
5.01851	4
8.07895	7
6.18964	4
9.07558	8
0	0
0	0
5.07183	4
3.74466	4
3.29097	3
9.9889	10
4.29352	4
4.9986	5
6.42648	6
8.0033	7
3.6303	3
4.42198	4
17.6775	13
3.42542	3
4.25728	5
6.77742	6
6.40053	6
4.48466	4
4.70744	3
4.29975	4
0	0
7.58029	8
14.7706	14
8.01137	7
5.45851	5
6.40657	7
7.7565	6
6.29052	8
3.52584	3
4.90545	5
3.41762	3
2.30052	2
6.10702	6
3.2153	3
0	0
0	0
10.9922	9
2.19123	2
0	0
8.49654	8
2.42099	2
9.03406	8
3.08639	3
10.6016	9
1.85656	1
3.57761	3
5.83108	5
4.82954	4
6.55628	6
3.33407	4
5.16665	5
5.29682	5
3.58188	3
6.43549	6
8.04339	7
3.25473	3
4.53371	4
4.23433	4
5.31622	5
0	0
4.53629	4
5.48175	5
4.07408	4
5.72748	5
5.12994	4
6.5063	5
7.97172	7
6.58082	6
5.09003	5
5.53148	5
3.77341	4
4.94341	4
4.57714	4
8.65569	9
5.6569	5
3.99512	4
