Run, Event, particleType, px, py, pz, energy, pt
146436, 90626440, 4, -0.0401548, 0.514931, 4.33237, 4.36304, 0.516495
146436, 90626440, 1, 0.233353, 0.0578117, 0.617183, 0.676897, 0.240408
146436, 90626440, 1, 0.089491, -0.0171827, 0.235973, 0.288906, 0.0911256
146436, 90626440, 1, 0.205816, 0.0817365, 0.0938806, 0.27809, 0.221452
146436, 90626440, 1, 0.154844, 0.0678468, 0.515614, 0.560284, 0.169056
146436, 90626440, 1, 0.256256, 0.327219, 0.320083, 0.542837, 0.41562
146436, 90626440, 1, 0.117477, 0.215569, -0.391685, 0.482874, 0.245501
146436, 90626440, 4, -0.172085, 0.078393, -1.57501, 1.58633, 0.189099
146436, 90626440, 1, 0.0558879, 0.0593377, 0.373478, 0.406952, 0.0815133
146436, 90626440, 1, 0.0219162, 0.252674, 0.691006, 0.749196, 0.253623
146436, 90626440, 1, -0.0205269, 0.149569, 0.503338, 0.54371, 0.150971
146436, 90626440, 1, -0.0648567, 0.250165, 1.00039, 1.04262, 0.258436
146436, 90626440, 4, 0.41994, -0.0345005, 3.0319, 3.06104, 0.421355
146436, 90626440, 1, -0.0983248, 0.28212, 0.109055, 0.347322, 0.298764
146436, 90626440, 1, -0.153368, 0.518867, 1.23618, 1.3566, 0.541058
146436, 90626440, 1, 0.0127199, 0.12557, -0.243495, 0.307732, 0.126212
146436, 90626440, 1, -0.153729, 0.220982, 0.77627, 0.833391, 0.269194
146436, 90626440, 1, -0.229223, 0.153693, 0.642742, 0.713276, 0.27598
146436, 90626440, 1, -0.237007, 0.125859, -0.177448, 0.350686, 0.268352
146436, 90626440, 1, -0.116567, 0.00417858, 0.218976, 0.284667, 0.116642
146436, 90626440, 1, -0.22652, 0.145653, 0.0918097, 0.316915, 0.269307
146436, 90626440, 1, 0.0768775, -0.206399, 1.03534, 1.06767, 0.220252
146436, 90626440, 1, 0.363637, 0.329699, 2.24356, 2.30087, 0.49085
146436, 90626440, 4, 0.0815624, -0.0104023, 0.40953, 0.417703, 0.082223
146436, 90626440, 1, 0.25446, -0.0347145, -0.980837, 1.02346, 0.256817
146436, 90626440, 1, -0.0936231, 0.150998, -0.913891, 0.941404, 0.177667
146436, 90626440, 1, 0.216056, -0.143125, -0.0885819, 0.307395, 0.259162
146436, 90626440, 5, -0.16496, -0.164581, -2.13822, 2.15088, 0.23302
146436, 90626440, 1, -0.253179, 0.0503656, 0.00120044, 0.293458, 0.25814
146436, 90626440, 1, 0.0249079, -0.342278, -0.10428, 0.384875, 0.343183
146436, 90626440, 1, 0.26644, -0.0571629, 0.00520532, 0.30621, 0.272503
146436, 90626440, 1, 0.128636, 0.310543, 0.0252835, 0.364833, 0.336131
146436, 90626440, 1, 2.00819, -0.511216, 9.04699, 9.28233, 2.07224
146436, 90626440, 1, 0.316811, 0.0452303, -1.59144, 1.62929, 0.320023
146436, 90626440, 1, -0.505309, -0.161381, 0.785722, 0.958238, 0.530453
146436, 90626440, 1, -0.278566, 0.71598, 1.55631, 1.7412, 0.768262
146436, 90626440, 1, -0.475829, -0.776451, 1.88346, 2.09671, 0.910654
146436, 90626440, 1, 0.350296, -0.420408, -0.900594, 1.06301, 0.547221
146436, 90626440, 1, -0.000806381, 0.601957, 0.732944, 0.958665, 0.601957
146436, 90626440, 1, 0.217091, 1.0941, 0.905625, 1.44354, 1.11543
146436, 90626440, 1, 0.135895, 0.633849, 0.779233, 1.02319, 0.648253
146436, 90626440, 1, 0.159179, 0.15871, 0.664795, 0.715513, 0.224781
146436, 90626440, 1, -0.28581, -0.759877, 2.39076, 2.5287, 0.81185
146436, 90626440, 1, 0.770587, 0.0133286, 0.928108, 1.21443, 0.770702
146436, 90626440, 1, -1.55313, 1.25492, 10.1651, 10.3603, 1.99676
146436, 90626440, 1, -0.105841, 0.942647, 4.43956, 4.54191, 0.948571
146436, 90626440, 1, -0.265255, -0.186427, -0.993263, 1.05412, 0.324215
146436, 90626440, 1, 0.246087, 0.188067, -1.69879, 1.73243, 0.309722
146436, 90626440, 4, 0.674161, -0.240385, -4.08772, 4.14991, 0.715736
146436, 90626440, 1, -0.277334, 0.676587, -3.20849, 3.29371, 0.731221
146436, 90626440, 1, -0.305828, -1.74407, -0.341079, 1.80863, 1.77068
146436, 90626440, 1, 0.0864939, 0.442088, 0.642532, 0.797026, 0.45047
146436, 90626440, 1, 0.0945877, 0.47946, 0.272981, 0.576912, 0.488701
146436, 90626440, 1, 0.438137, 2.23217, -1.31248, 2.62995, 2.27476
146436, 90626440, 1, -0.571178, -0.36336, -0.53214, 0.872312, 0.67696
146436, 90626440, 4, 2.03732, -0.506561, 14.6192, 14.7691, 2.09935
146436, 90626440, 4, -0.720057, -0.353461, -6.0533, 6.10621, 0.802133
146436, 90626440, 4, -0.529989, -0.244484, -4.00449, 4.0468, 0.583662
146436, 90626440, 4, -1.28294, 0.431409, -4.73641, 4.92601, 1.35353
146436, 90626440, 4, -0.205168, -1.02846, 2.74049, 2.9343, 1.04872
146436, 90626440, 4, 0.18604, -1.59031, 4.26385, 4.55457, 1.60116
146436, 90626440, 4, 0.0558802, 0.214567, 0.812915, 0.842611, 0.221724
146436, 90626440, 4, -0.112832, -0.109371, 0.680692, 0.698595, 0.15714
146436, 90626440, 7, -0.194144, 1.05977, 84.8983, 84.9051, 1.07741
146436, 90626440, 6, -0.0732036, 0.402792, 25.9927, 25.9959, 0.40939
146436, 90626440, 7, 0.0175891, 0.102629, 6.48123, 6.48207, 0.104125
146436, 90626440, 7, 0.151674, 0.265006, 19.0346, 19.0371, 0.305341
146436, 90626440, 7, 0.127532, 0.183254, 11.6754, 11.6775, 0.223263
146436, 90626440, 6, 0.522508, 0.750059, 40.9276, 40.9378, 0.914113
146436, 90626440, 7, 0.050518, 0.109151, 5.26752, 5.2689, 0.120275
146436, 90626440, 6, 0.721615, 0.724339, 45.7953, 45.8067, 1.02245
146436, 90626440, 7, 0.313523, 0.220139, 16.7965, 16.8009, 0.38309
146436, 90626440, 7, 0.210047, 0.0981197, 10.1665, 10.1692, 0.231835
146436, 90626440, 7, 0.0567938, 0.0152198, 2.57859, 2.57926, 0.0587978
146436, 90626440, 7, 0.0753217, 0.00654328, 3.31552, 3.31638, 0.0756054
146436, 90626440, 7, 0.123809, -0.0109865, 5.44984, 5.45125, 0.124295
146436, 90626440, 7, 0.0644917, -0.0174069, 2.92809, 2.92885, 0.0667995
146436, 90626440, 7, 0.0455349, -0.0213643, 2.20394, 2.20451, 0.0502977
146436, 90626440, 7, 0.309777, -0.145199, 12.5891, 12.5938, 0.342118
146436, 90626440, 6, 0.371359, -0.17392, 12.9364, 12.9429, 0.410068
146436, 90626440, 7, 0.296037, -0.138548, 8.46356, 8.46987, 0.326854
146436, 90626440, 6, 0.443698, -0.311784, 14.3448, 14.3551, 0.542289
146436, 90626440, 7, 0.0821722, -0.00727532, 3.0372, 3.03832, 0.0824937
146436, 90626440, 7, 0.069033, 0.0060038, 2.55155, 2.55249, 0.0692936
146436, 90626440, 7, 0.247548, 0.0663374, 9.43731, 9.44079, 0.256282
146436, 90626440, 6, 0.279024, 0.130304, 11.587, 11.5911, 0.307951
146436, 90626440, 7, 0.0630147, 0.00546662, 3.31101, 3.31162, 0.0632514
146436, 90626440, 6, 0.219027, 0.153871, 14.3147, 14.3172, 0.267673
146436, 90626440, 6, 0.631994, 0.633997, 33.6699, 33.6818, 0.895193
146436, 90626440, 6, 0.14744, 0.558849, 30.848, 30.8534, 0.577971
146436, 90626440, 6, -0.0608601, 0.223188, 12.3198, 12.322, 0.231337
146436, 90626440, 7, 0.510737, 0.512665, -31.2919, 31.3003, 0.723656
146436, 90626440, 7, 0.131436, 0.188677, -9.93937, 9.94203, 0.229944
146436, 90626440, 7, 0.0363835, 0.0786113, -3.74255, 3.74355, 0.0866227
146436, 90626440, 7, 0.0088741, 0.0335512, -1.49863, 1.49904, 0.034705
146436, 90626440, 7, 0.00806234, 0.0960138, -4.15822, 4.15934, 0.0963517
146436, 90626440, 7, 0.00891489, 0.10546, -3.83674, 3.8382, 0.105836
146436, 90626440, 7, 0.00786632, 0.0925356, -2.82521, 2.82674, 0.0928693
146436, 90626440, 7, 0.026801, 0.10094, -3.17845, 3.18016, 0.104437
146436, 90626440, 7, 0.181289, 0.681777, -18.01, 18.0238, 0.705469
146436, 90626440, 7, 0.0355438, 0.050981, -2.25599, 2.25685, 0.0621484
146436, 90626440, 7, 0.515052, 0.361643, -27.221, 27.2283, 0.629336
146436, 90626440, 7, 0.102209, 0.0718042, -6.44904, 6.45025, 0.12491
146436, 90626440, 7, 0.0496192, 0.0231866, -2.8283, 2.82883, 0.0547693
146436, 90626440, 6, 0.122975, 0.0329562, -6.72059, 6.72179, 0.127314
146436, 90626440, 6, 0.405602, 0.14786, -27.1797, 27.1831, 0.431712
146436, 90626440, 7, 0.128375, 0.108218, -10.3367, 10.3381, 0.167902
146436, 90626440, 6, 0.0621204, 0.108537, -7.86104, 7.86204, 0.125057
146436, 90626440, 7, 0.00892945, 0.0521016, -3.24595, 3.24638, 0.0528612
146436, 90626440, 7, 0.0213168, 0.0373327, -3.35584, 3.35611, 0.0429899
146436, 90626440, 7, 0.0581702, 0.0490977, -5.95014, 5.95063, 0.0761207
146436, 90626440, 6, -0.136315, -1.52193, 40.3329, 40.3618, 1.52802
146436, 90626440, 6, -0.253854, 0.210679, 26.4465, 26.4486, 0.32989
146436, 90626440, 6, -0.212734, 0.0765249, 18.0951, 18.0965, 0.226079
146436, 90626440, 7, -0.193576, -0.000321156, 15.1481, 15.1493, 0.193576
146436, 90626440, 6, -0.139143, -0.000182313, 8.78608, 8.78718, 0.139143
146436, 90626440, 6, -0.278441, -0.101186, 18.7043, 18.7066, 0.296257
146436, 90626440, 7, -0.0266948, -0.0222973, 2.15008, 2.15036, 0.034782
146436, 90626440, 7, -0.0155754, -0.026746, 1.91525, 1.9155, 0.0309506
146436, 90626440, 7, -0.0139051, -0.0238231, 2.16238, 2.16256, 0.0275843
146436, 90626440, 7, -0.0235748, -0.129124, 10.3091, 10.31, 0.131259
146436, 90626440, 7, -0.14142, -0.117979, 14.4183, 14.4195, 0.184171
146436, 90626440, 7, -0.0414222, 0.0344571, 3.33626, 3.33669, 0.0538803
146436, 90626440, 7, 0.760304, -0.067079, -19.5045, 19.5195, 0.763258
146436, 90626440, 6, 0.334393, -0.0295498, -10.455, 10.4604, 0.335696
146436, 90626440, 7, 0.272518, 0.0237237, -8.33594, 8.34043, 0.273549
146436, 90626440, 7, 0.156131, 0.0135787, -5.69298, 5.69514, 0.15672
146436, 90626440, 7, 0.767088, -0.538464, 17.0846, 17.1103, 0.937212
146436, 90626440, 6, -0.232017, 0.395977, -36.3824, 36.3853, 0.458944
146436, 90626440, 6, -0.0310612, 0.169553, -13.6964, 13.6975, 0.172375
146436, 90626440, 6, -0.100443, 0.171957, -12.4543, 12.4559, 0.199143
146436, 90626440, 6, 0.0740041, -0.432956, -27.4968, 27.5003, 0.439235
146436, 90626440, 7, 0.020294, -0.0355659, -2.51249, 2.51282, 0.0409485
146436, 90626440, 7, 0.0962955, -0.169297, -15.1595, 15.1608, 0.194767
146436, 90626440, 6, 0.116145, -0.098541, -12.1433, 12.1442, 0.152315
146436, 90626440, 6, 0.0454207, -0.172555, -9.3777, 9.3794, 0.178433
146436, 90626440, 7, -0.356803, 0.355204, -15.2825, 15.2908, 0.503466
146436, 90626440, 6, 0.520446, 0.365131, 20.0648, 20.0748, 0.635756
146436, 90626440, 6, 0.319686, 0.224212, 10.3355, 10.3429, 0.390474
146436, 90626440, 7, 0.100331, 0.100555, 3.67891, 3.68165, 0.142048
146436, 90626440, 7, 0.109648, 0.157069, 4.95999, 4.96369, 0.191555
146436, 90626440, 7, 0.0780152, 0.0781611, 2.40053, 2.40307, 0.110433
146436, 90626440, 7, -0.538018, 0.536591, 13.827, 13.8478, 0.759864
146436, 90626440, 6, -0.656792, 0.65533, 14.4785, 14.5082, 0.927811
146436, 90626440, 7, -0.0631217, 0.089915, 1.67806, 1.68165, 0.109859
146436, 90626440, 6, -0.0455227, 0.502565, 18.9386, 18.9453, 0.504623
146436, 90626440, 7, -0.0147651, 0.0544268, 2.07013, 2.0709, 0.0563941
146436, 90626440, 6, -0.470409, 1.73744, 56.6685, 56.6971, 1.8
146436, 90626440, 7, -0.0158013, 0.175407, 5.42858, 5.43144, 0.176117
146436, 90626440, 7, 0.0150312, 0.176819, 5.47229, 5.47516, 0.177457
146436, 90626440, 7, 0.0727685, 0.156878, 5.337, 5.3398, 0.172933
146436, 90626440, 7, 0.0644242, 0.243067, 9.24508, 9.24849, 0.25146
146436, 90626440, 7, 0.0237328, 0.28075, 10.3536, 10.3575, 0.281751
146436, 90626440, 7, -0.0563768, 0.208574, 5.58506, 5.58923, 0.216059
146436, 90626440, 6, -0.169927, 0.362372, 10.5679, 10.5755, 0.400236
146436, 90626440, 7, -0.0840582, 0.179416, 4.29858, 4.30314, 0.198131
146436, 90626440, 6, -0.0904721, 0.335181, 7.69917, 7.70699, 0.347177
146436, 90626440, 7, -0.0197182, 0.220769, 4.81186, 4.81696, 0.221648
146436, 90626440, 7, -0.0628885, 0.233264, 4.39955, 4.40617, 0.241592
146436, 90626440, 6, -3.05052, -3.04576, 80.11, 80.2259, 4.31072
146436, 90626440, 7, -0.119061, -0.169675, 3.77033, 3.77603, 0.20728
146436, 90626440, 7, -0.0676031, -0.0963749, 1.7972, 1.80105, 0.117721
146436, 90626440, 7, -0.147111, -0.31466, 5.30369, 5.31505, 0.347351
146436, 90626440, 7, -0.0503415, -0.187035, 2.95802, 2.96435, 0.193691
146436, 90626440, 7, -0.0527888, -0.112959, 1.59715, 1.60201, 0.124685
146436, 90626440, 7, -0.298032, -0.424997, 6.64826, 6.66849, 0.519081
146436, 90626440, 6, -0.646862, -0.645658, 20.2365, 20.2571, 0.91395
146436, 90626440, 7, -0.161221, -0.160863, 5.87626, 5.88067, 0.227748
146436, 90626440, 7, -0.224679, -0.157066, 7.07197, 7.07728, 0.274135
146436, 90626440, 7, -0.056932, -0.0265203, 1.62006, 1.62128, 0.0628059
146436, 90626440, 7, -0.217024, -0.0581469, 5.79531, 5.79966, 0.224678
146436, 90626440, 6, -0.393079, -0.183136, 9.5996, 9.60939, 0.433647
146436, 90626440, 7, -0.0937213, -0.093474, 4.06915, 4.0713, 0.132367
146436, 90626440, 7, 0.20774, -0.209071, -12.7278, 12.7312, 0.294731
146436, 90626440, 7, 0.0453776, -0.0319648, -2.39825, 2.39889, 0.0555057
